Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
155254,2014,IE,Fellowships,NA,Europe,LS
155255,2014,AU,Fellowships,Australia,Oceania,MINT
155257,2014,US,Fellowships,United States,North America,MINT
155258,2014,US,Fellowships,United States,North America,LS
155260,2014,US,Fellowships,United States,North America,LS
155276,2014,DE,Fellowships,Germany,Europe,MINT
155278,2014,US,Fellowships,United States,North America,LS
155287,2014,US,Fellowships,United States,North America,LS
155289,2014,US,Fellowships,United States,North America,MINT
155290,2014,CA,Fellowships,Canada,North America,LS
155294,2014,NO,Fellowships,NA,Europe,MINT
155297,2014,US,Fellowships,United States,North America,MINT
155299,2014,US,Fellowships,United States,North America,LS
155305,2014,US,Fellowships,United States,North America,MINT
155315,2014,US,Fellowships,United States,North America,LS
155316,2014,DE,Fellowships,Germany,Europe,SSH
155318,2014,UK,Fellowships,United Kingdom,Europe,LS
155323,2014,US,Fellowships,United States,North America,LS
155325,2014,US,Fellowships,United States,North America,MINT
155326,2014,UK,Fellowships,United Kingdom,Europe,LS
155328,2014,AU,Fellowships,Australia,Oceania,LS
155335,2014,US,Fellowships,United States,North America,MINT
155336,2014,US,Fellowships,United States,North America,LS
155339,2014,UK,Fellowships,United Kingdom,Europe,LS
155341,2014,US,Fellowships,United States,North America,LS
155345,2014,US,Fellowships,United States,North America,LS
155346,2014,PT,Fellowships,NA,Europe,LS
155350,2014,CN,Fellowships,NA,Asia,MINT
155351,2014,US,Fellowships,United States,North America,MINT
155353,2014,US,Fellowships,United States,North America,MINT
155355,2014,US,Fellowships,United States,North America,MINT
155357,2014,US,Fellowships,United States,North America,MINT
155365,2014,DE,Fellowships,Germany,Europe,LS
155374,2014,UK,Fellowships,United Kingdom,Europe,LS
155400,2014,US,Fellowships,United States,North America,LS
155401,2014,DE,Fellowships,Germany,Europe,LS
155407,2014,US,Fellowships,United States,North America,SSH
155409,2014,DE,Fellowships,Germany,Europe,SSH
155412,2014,US,Fellowships,United States,North America,SSH
155421,2014,BR,Fellowships,NA,Latin America,LS
155426,2014,UK,Fellowships,United Kingdom,Europe,SSH
155428,2014,DE,Fellowships,Germany,Europe,SSH
155455,2014,NZ,Fellowships,NA,Oceania,MINT
155458,2014,US,Fellowships,United States,North America,MINT
155459,2014,AU,Fellowships,Australia,Oceania,LS
155462,2014,FR,Fellowships,France,Europe,SSH
155462,2014,DE,Fellowships,Germany,Europe,SSH
155462,2014,FR,Fellowships,France,Europe,SSH
155474,2014,SE,Fellowships,Sweden,Europe,SSH
155474,2014,CN,Fellowships,NA,Asia,SSH
155477,2014,US,Fellowships,United States,North America,MINT
155481,2014,US,Fellowships,United States,North America,LS
155482,2014,ES,Fellowships,Spain,Europe,SSH
155482,2014,US,Fellowships,United States,North America,SSH
155493,2014,US,Fellowships,United States,North America,MINT
155499,2014,UK,Fellowships,United Kingdom,Europe,SSH
155500,2014,US,Fellowships,United States,North America,LS
155515,2014,US,Fellowships,United States,North America,LS
155517,2014,NO,Fellowships,NA,Europe,MINT
155522,2014,US,Fellowships,United States,North America,MINT
155534,2014,US,Fellowships,United States,North America,LS
155537,2014,US,Fellowships,United States,North America,MINT
155539,2014,US,Fellowships,United States,North America,LS
155540,2014,IL,Fellowships,NA,Asia,MINT
155543,2014,US,Fellowships,United States,North America,LS
155554,2014,CA,Fellowships,Canada,North America,LS
155556,2014,UK,Fellowships,United Kingdom,Europe,LS
155558,2014,US,Fellowships,United States,North America,LS
155561,2014,US,Fellowships,United States,North America,MINT
155564,2014,US,Fellowships,United States,North America,MINT
155566,2014,US,Fellowships,United States,North America,MINT
155567,2014,UK,Fellowships,United Kingdom,Europe,LS
155570,2014,CA,Fellowships,Canada,North America,MINT
155572,2014,US,Fellowships,United States,North America,LS
155573,2014,US,Fellowships,United States,North America,MINT
155574,2014,US,Fellowships,United States,North America,MINT
155575,2014,NO,Fellowships,NA,Europe,LS
155576,2014,SE,Fellowships,Sweden,Europe,LS
155577,2014,US,Fellowships,United States,North America,MINT
155580,2014,UK,Fellowships,United Kingdom,Europe,LS
155581,2014,UK,Fellowships,United Kingdom,Europe,LS
155583,2014,CA,Fellowships,Canada,North America,MINT
155584,2014,US,Fellowships,United States,North America,LS
155585,2014,UK,Fellowships,United Kingdom,Europe,LS
155586,2014,US,Fellowships,United States,North America,MINT
155587,2014,UK,Fellowships,United Kingdom,Europe,MINT
155594,2014,SE,Fellowships,Sweden,Europe,LS
155596,2014,AU,Fellowships,Australia,Oceania,LS
155599,2014,US,Fellowships,United States,North America,LS
155601,2014,US,Fellowships,United States,North America,MINT
155603,2014,SE,Fellowships,Sweden,Europe,MINT
155604,2014,US,Fellowships,United States,North America,SSH
155604,2014,US,Fellowships,United States,North America,SSH
155605,2014,US,Fellowships,United States,North America,LS
155606,2014,US,Fellowships,United States,North America,MINT
155608,2014,UK,Fellowships,United Kingdom,Europe,MINT
155609,2014,ZA,Fellowships,NA,Africa,SSH
155610,2014,US,Fellowships,United States,North America,MINT
155614,2014,UK,Fellowships,United Kingdom,Europe,LS
155614,2014,UK,Fellowships,United Kingdom,Europe,LS
155623,2014,US,Fellowships,United States,North America,LS
155625,2014,NL,Fellowships,Netherlands,Europe,SSH
155633,2014,NL,Fellowships,Netherlands,Europe,LS
155634,2014,US,Fellowships,United States,North America,SSH
155634,2014,US,Fellowships,United States,North America,SSH
155636,2014,JP,Fellowships,NA,Asia,SSH
155638,2014,UK,Fellowships,United Kingdom,Europe,SSH
155639,2014,US,Fellowships,United States,North America,SSH
155640,2014,UK,Fellowships,United Kingdom,Europe,MINT
155677,2014,US,Fellowships,United States,North America,SSH
155679,2014,FR,Fellowships,France,Europe,MINT
155682,2014,UK,Fellowships,United Kingdom,Europe,SSH
155686,2014,FR,Fellowships,France,Europe,MINT
155687,2014,US,Fellowships,United States,North America,MINT
155687,2014,US,Fellowships,United States,North America,MINT
155690,2014,UK,Fellowships,United Kingdom,Europe,LS
155692,2014,US,Fellowships,United States,North America,LS
155698,2014,US,Fellowships,United States,North America,SSH
155699,2014,ES,Fellowships,Spain,Europe,LS
155704,2014,NL,Fellowships,Netherlands,Europe,SSH
155707,2014,IL,Fellowships,NA,Asia,SSH
155707,2014,US,Fellowships,United States,North America,SSH
155709,2014,AU,Fellowships,Australia,Oceania,MINT
155709,2014,AU,Fellowships,Australia,Oceania,MINT
155714,2014,BE,Fellowships,Belgium,Europe,SSH
155723,2014,US,Fellowships,United States,North America,LS
155740,2014,BE,Fellowships,Belgium,Europe,SSH
155740,2014,US,Fellowships,United States,North America,SSH
158397,2014,IT,Fellowships,Italy,Europe,SSH
158399,2014,UK,Fellowships,United Kingdom,Europe,SSH
158399,2014,US,Fellowships,United States,North America,SSH
158399,2014,US,Fellowships,United States,North America,SSH
158400,2014,NL,Fellowships,Netherlands,Europe,SSH
158401,2014,US,Fellowships,United States,North America,SSH
158404,2014,UK,Fellowships,United Kingdom,Europe,SSH
158404,2014,US,Fellowships,United States,North America,SSH
158404,2014,US,Fellowships,United States,North America,SSH
158404,2014,US,Fellowships,United States,North America,SSH
158405,2014,UK,Fellowships,United Kingdom,Europe,SSH
158407,2014,US,Fellowships,United States,North America,MINT
158407,2014,US,Fellowships,United States,North America,MINT
158408,2014,NL,Fellowships,Netherlands,Europe,SSH
158410,2014,DE,Fellowships,Germany,Europe,MINT
158413,2014,UK,Fellowships,United Kingdom,Europe,SSH
158417,2014,US,Fellowships,United States,North America,MINT
158420,2014,US,Fellowships,United States,North America,SSH
158422,2014,UK,Fellowships,United Kingdom,Europe,SSH
158422,2014,ES,Fellowships,Spain,Europe,SSH
158422,2014,UK,Fellowships,United Kingdom,Europe,SSH
158422,2014,ES,Fellowships,Spain,Europe,SSH
158423,2014,UK,Fellowships,United Kingdom,Europe,SSH
158427,2014,US,Fellowships,United States,North America,SSH
158429,2014,US,Fellowships,United States,North America,SSH
158431,2014,US,Fellowships,United States,North America,MINT
158432,2014,US,Fellowships,United States,North America,LS
158433,2014,CA,Fellowships,Canada,North America,LS
158438,2014,US,Fellowships,United States,North America,SSH
158439,2014,BE,Fellowships,Belgium,Europe,LS
158439,2014,NL,Fellowships,Netherlands,Europe,LS
158439,2014,DE,Fellowships,Germany,Europe,LS
158440,2014,US,Fellowships,United States,North America,MINT
158441,2014,US,Fellowships,United States,North America,MINT
158442,2014,DE,Fellowships,Germany,Europe,SSH
158443,2014,CA,Fellowships,Canada,North America,MINT
158445,2014,UK,Fellowships,United Kingdom,Europe,SSH
158447,2014,FI,Fellowships,NA,Europe,SSH
158448,2014,UK,Fellowships,United Kingdom,Europe,MINT
158452,2014,US,Fellowships,United States,North America,LS
158453,2014,FR,Fellowships,France,Europe,LS
158454,2014,US,Fellowships,United States,North America,LS
158455,2014,US,Fellowships,United States,North America,LS
158456,2014,TW,Fellowships,NA,Asia,LS
158456,2014,TW,Fellowships,NA,Asia,LS
158457,2014,US,Fellowships,United States,North America,MINT
158458,2014,US,Fellowships,United States,North America,LS
158459,2014,UK,Fellowships,United Kingdom,Europe,MINT
158459,2014,ES,Fellowships,Spain,Europe,MINT
158459,2014,ES,Fellowships,Spain,Europe,MINT
158462,2014,US,Fellowships,United States,North America,MINT
158467,2014,US,Fellowships,United States,North America,MINT
158468,2014,US,Fellowships,United States,North America,MINT
158468,2014,US,Fellowships,United States,North America,MINT
158470,2014,UK,Fellowships,United Kingdom,Europe,MINT
158471,2014,US,Fellowships,United States,North America,MINT
158472,2014,IL,Fellowships,NA,Asia,LS
158473,2014,DE,Fellowships,Germany,Europe,MINT
158476,2014,UK,Fellowships,United Kingdom,Europe,SSH
158476,2014,DE,Fellowships,Germany,Europe,SSH
158480,2014,US,Fellowships,United States,North America,LS
158480,2014,US,Fellowships,United States,North America,LS
158481,2014,US,Fellowships,United States,North America,MINT
158482,2014,UK,Fellowships,United Kingdom,Europe,SSH
158483,2014,DK,Fellowships,NA,Europe,SSH
158483,2014,US,Fellowships,United States,North America,SSH
158483,2014,UK,Fellowships,United Kingdom,Europe,SSH
158486,2014,US,Fellowships,United States,North America,LS
158487,2014,US,Fellowships,United States,North America,MINT
158487,2014,DE,Fellowships,Germany,Europe,MINT
158489,2014,ES,Fellowships,Spain,Europe,LS
158494,2014,AT,Fellowships,Austria,Europe,SSH
158494,2014,DE,Fellowships,Germany,Europe,SSH
158496,2014,FR,Fellowships,France,Europe,SSH
158499,2014,US,Fellowships,United States,North America,MINT
158500,2014,US,Fellowships,United States,North America,MINT
158501,2014,US,Fellowships,United States,North America,MINT
158501,2014,US,Fellowships,United States,North America,MINT
158502,2014,US,Fellowships,United States,North America,MINT
158505,2014,US,Fellowships,United States,North America,LS
158507,2014,CA,Fellowships,Canada,North America,LS
158509,2014,UK,Fellowships,United Kingdom,Europe,LS
158511,2014,US,Fellowships,United States,North America,LS
158515,2014,UK,Fellowships,United Kingdom,Europe,LS
158516,2014,US,Fellowships,United States,North America,LS
158517,2014,FR,Fellowships,France,Europe,LS
158518,2014,DE,Fellowships,Germany,Europe,LS
158521,2014,FR,Fellowships,France,Europe,LS
158522,2014,US,Fellowships,United States,North America,LS
158523,2014,AR,Fellowships,NA,Latin America,LS
158523,2014,US,Fellowships,United States,North America,LS
158523,2014,AR,Fellowships,NA,Latin America,LS
158523,2014,US,Fellowships,United States,North America,LS
158524,2014,US,Fellowships,United States,North America,LS
158525,2014,US,Fellowships,United States,North America,LS
158526,2014,DE,Fellowships,Germany,Europe,LS
158527,2014,UK,Fellowships,United Kingdom,Europe,LS
158528,2014,US,Fellowships,United States,North America,LS
158576,2014,CA,Fellowships,Canada,North America,LS
158584,2014,US,Fellowships,United States,North America,MINT
158588,2014,US,Fellowships,United States,North America,LS
158589,2014,US,Fellowships,United States,North America,SSH
158590,2014,US,Fellowships,United States,North America,LS
158591,2014,US,Fellowships,United States,North America,MINT
158603,2014,ES,Fellowships,Spain,Europe,SSH
158603,2014,ES,Fellowships,Spain,Europe,SSH
158606,2014,US,Fellowships,United States,North America,SSH
158607,2014,UK,Fellowships,United Kingdom,Europe,SSH
158609,2014,NL,Fellowships,Netherlands,Europe,SSH
158640,2014,US,Fellowships,United States,North America,MINT
158645,2014,US,Fellowships,United States,North America,LS
158647,2014,US,Fellowships,United States,North America,MINT
158649,2014,US,Fellowships,United States,North America,LS
158651,2014,AU,Fellowships,Australia,Oceania,LS
158654,2014,UK,Fellowships,United Kingdom,Europe,MINT
158655,2014,US,Fellowships,United States,North America,MINT
158656,2014,US,Fellowships,United States,North America,LS
158665,2014,US,Fellowships,United States,North America,LS
158669,2014,UK,Fellowships,United Kingdom,Europe,LS
158671,2014,US,Fellowships,United States,North America,LS
158673,2014,IT,Fellowships,Italy,Europe,SSH
158674,2014,US,Fellowships,United States,North America,LS
158675,2014,US,Fellowships,United States,North America,LS
158676,2014,EE,Fellowships,NA,Europe,SSH
158677,2014,US,Fellowships,United States,North America,LS
158679,2014,UK,Fellowships,United Kingdom,Europe,SSH
158684,2014,UK,Fellowships,United Kingdom,Europe,LS
158686,2014,US,Fellowships,United States,North America,SSH
158687,2014,BE,Fellowships,Belgium,Europe,LS
158689,2014,FR,Fellowships,France,Europe,MINT
158691,2014,UK,Fellowships,United Kingdom,Europe,LS
158693,2014,FR,Fellowships,France,Europe,MINT
158696,2014,US,Fellowships,United States,North America,MINT
158698,2014,ES,Fellowships,Spain,Europe,LS
158699,2014,US,Fellowships,United States,North America,SSH
158701,2014,UK,Fellowships,United Kingdom,Europe,SSH
158706,2014,UK,Fellowships,United Kingdom,Europe,SSH
158709,2014,UK,Fellowships,United Kingdom,Europe,LS
158710,2014,UK,Fellowships,United Kingdom,Europe,LS
158711,2014,FR,Fellowships,France,Europe,LS
158720,2014,DE,Fellowships,Germany,Europe,LS
158724,2014,CA,Fellowships,Canada,North America,SSH
158728,2014,CA,Fellowships,Canada,North America,LS
158730,2013,AU,Fellowships,Australia,Oceania,MINT
158731,2014,US,Fellowships,United States,North America,MINT
158732,2013,FR,Fellowships,France,Europe,SSH
158732,2013,CA,Fellowships,Canada,North America,SSH
158733,2014,UK,Fellowships,United Kingdom,Europe,SSH
158734,2013,AU,Fellowships,Australia,Oceania,MINT
158749,2013,DE,Fellowships,Germany,Europe,MINT
158750,2013,US,Fellowships,United States,North America,MINT
158754,2013,CA,Fellowships,Canada,North America,SSH
158756,2013,BR,Fellowships,NA,Latin America,SSH
158756,2013,BR,Fellowships,NA,Latin America,SSH
158761,2014,US,Fellowships,United States,North America,MINT
158764,2014,US,Fellowships,United States,North America,LS
158768,2014,DE,Fellowships,Germany,Europe,MINT
158770,2014,SE,Fellowships,Sweden,Europe,LS
158772,2014,US,Fellowships,United States,North America,MINT
158773,2014,US,Fellowships,United States,North America,LS
158774,2014,US,Fellowships,United States,North America,LS
158777,2014,DK,Fellowships,NA,Europe,MINT
158779,2014,UK,Fellowships,United Kingdom,Europe,MINT
158781,2014,US,Fellowships,United States,North America,LS
